Invoice_No.,InvoiceDate,DueDate,Description,Unit_price,Quantity,Tax ,Total,Date,Time,Payment,Mobile_no
3671610537,9/15/2013,10/15/2013,Food and beverages,35.04,9,15.768,331.128,2/9/2019,19:17,Ewallet,79992647537
3675527586,8/15/2013,9/14/2013,Electronic accessories,44.84,9,20.178,423.738,1/14/2019,14:00,Credit card,79993116476
3679770947,1/12/2013,2/11/2013,Home and lifestyle,45.97,4,9.194,193.074,2/9/2019,12:02,Ewallet,79992137307
3686599515,9/10/2013,10/10/2013,Health and beauty,27.73,5,6.9325,145.5825,3/26/2019,20:21,Credit card,79992592046
3693108174,9/13/2013,10/13/2013,Food and beverages,11.53,7,4.0355,84.7455,1/28/2019,17:35,Cash,79977777777
3693123052,4/25/2013,5/25/2013,Health and beauty,58.32,2,5.832,122.472,2/14/2019,12:42,Ewallet,79973835527
3699989123,9/7/2013,10/7/2013,Home and lifestyle,78.38,4,15.676,329.196,3/24/2019,17:56,Cash,79975118589
3705856926,4/29/2013,5/29/2013,Health and beauty,84.61,10,42.305,888.405,2/9/2019,18:58,Credit card,79966666666
3706686871,4/16/2012,5/16/2012,Health and beauty,82.88,5,20.72,435.12,3/24/2019,14:08,Credit card,79993897210
3707879583,10/30/2012,11/29/2012,Food and beverages,79.54,2,7.954,167.034,3/27/2019,16:30,Ewallet,79975395435
3714896459,1/11/2012,2/10/2012,Home and lifestyle,49.01,10,24.505,514.605,1/27/2019,10:44,Credit card,79993150479
3715216234,7/4/2013,8/3/2013,Food and beverages,29.15,3,4.3725,91.8225,3/27/2019,20:29,Credit card,79976979285
3717676857,9/13/2012,10/13/2012,Electronic accessories,56.13,4,11.226,235.746,1/19/2019,11:43,Ewallet,79968271252
3720515641,11/2/2012,12/2/2012,Home and lifestyle,93.12,8,37.248,782.208,2/7/2019,10:09,Cash,79975603147
3723989407,12/26/2012,1/25/2013,Fashion accessories,51.34,8,20.536,431.256,1/31/2019,10:00,Ewallet,79968568947
3724015185,8/29/2012,9/28/2012,Food and beverages,99.6,3,14.94,313.74,2/25/2019,18:45,Cash,79976088854
3724269616,6/22/2012,7/22/2012,Electronic accessories,35.49,6,10.647,223.587,2/2/2019,12:40,Cash,79993635744
3732687518,8/22/2013,9/21/2013,Sports and travel,42.85,1,2.1425,44.9925,3/14/2019,15:36,Credit card,79994762637
3737203878,7/8/2012,8/7/2012,Fashion accessories,94.67,4,18.934,397.614,3/11/2019,12:04,Cash,79968103187
3746199110,3/30/2012,4/29/2012,Home and lifestyle,68.97,3,10.3455,217.2555,2/22/2019,11:26,Ewallet,79976801295
3752294245,6/19/2012,7/19/2012,Electronic accessories,26.26,3,3.939,82.719,3/2/2019,12:36,Ewallet,79994580385
3755391775,5/16/2012,6/15/2012,Home and lifestyle,35.79,9,16.1055,338.2155,3/10/2019,15:06,Credit card,79991148466
3761293373,11/28/2012,12/28/2012,Home and lifestyle,16.37,6,4.911,103.131,2/8/2019,10:58,Cash,79968271156
3761658749,5/31/2013,6/30/2013,Home and lifestyle,12.73,2,1.273,26.733,2/22/2019,12:10,Credit card,79973505757
3769234535,6/17/2012,7/17/2012,Sports and travel,83.14,7,29.099,611.079,1/10/2019,10:31,Credit card,79992604712
3773503534,12/2/2012,1/1/2013,Sports and travel,35.22,6,10.566,221.886,3/14/2019,13:49,Ewallet,79991952233
3775864259,8/1/2012,8/31/2012,Electronic accessories,13.78,4,2.756,57.876,1/10/2019,11:10,Ewallet,11992271821
3776405169,5/5/2013,6/4/2013,Sports and travel,88.31,1,4.4155,92.7255,2/15/2019,17:38,Credit card,11998206872
3787074696,3/28/2012,4/27/2012,Health and beauty,39.62,9,17.829,374.409,1/13/2019,17:54,Credit card,11995813746
3789813449,6/9/2012,7/9/2012,Electronic accessories,88.25,9,39.7125,833.9625,2/15/2019,20:51,Credit card,11986568714
3795765177,6/21/2013,7/21/2013,Sports and travel,25.31,2,2.531,53.151,3/2/2019,19:26,Ewallet,11981666882
3800378393,6/15/2013,7/15/2013,Home and lifestyle,99.92,6,29.976,629.496,3/24/2019,13:33,Ewallet,11972817346
3806835104,12/11/2012,1/10/2013,Fashion accessories,83.35,2,8.335,175.035,2/2/2019,14:05,Credit card,11994401534
3812264523,12/28/2012,1/27/2013,Food and beverages,74.44,10,37.22,781.62,2/27/2019,11:40,Ewallet,11981468366
3817082781,7/25/2012,8/24/2012,Health and beauty,64.08,7,22.428,470.988,1/20/2019,12:27,Ewallet,11999579649
3819986935,3/1/2012,3/31/2012,Home and lifestyle,63.15,6,18.945,397.845,1/3/2019,20:24,Ewallet,11974345536
3824960117,9/27/2012,10/27/2012,Home and lifestyle,85.72,3,12.858,270.018,1/24/2019,20:59,Ewallet,11985245402
3829618241,12/5/2012,1/4/2013,Health and beauty,78.89,7,27.6115,579.8415,1/5/2019,19:48,Ewallet,11981196551
3831133517,4/30/2012,5/30/2012,Sports and travel,89.48,5,22.37,469.77,3/30/2019,10:18,Cash,11967038703
3836894738,6/13/2013,7/13/2013,Health and beauty,92.09,3,13.8135,290.0835,2/17/2019,16:27,Cash,11975481358
3839625778,10/25/2013,11/24/2013,Food and beverages,57.29,6,17.187,360.927,3/21/2019,17:04,Ewallet,11979246064
3840426166,2/27/2012,3/28/2012,Food and beverages,66.52,4,13.304,279.384,3/2/2019,18:14,Ewallet,11999047384
3845592498,8/17/2013,9/16/2013,Fashion accessories,99.82,9,44.919,943.299,3/27/2019,10:43,Cash,11986568714
3861006083,11/15/2013,12/15/2013,Home and lifestyle,45.68,10,22.84,479.64,1/19/2019,19:30,Ewallet,11989463408
3861752292,5/5/2012,6/4/2012,Health and beauty,50.79,5,12.6975,266.6475,2/19/2019,14:53,Credit card,11999447666
3863229608,6/20/2013,7/20/2013,Health and beauty,10.08,7,3.528,74.088,3/28/2019,20:14,Cash,11988235122
3865457806,4/3/2013,5/3/2013,Electronic accessories,93.88,7,32.858,690.018,1/5/2019,11:51,Credit card,11994841051
3867210105,2/22/2012,3/23/2012,Electronic accessories,84.25,2,8.425,176.925,3/26/2019,14:13,Credit card,11991111111
3867618352,10/25/2012,11/24/2012,Fashion accessories,53.78,1,2.689,56.469,2/3/2019,20:13,Ewallet,11972351336
3869938435,7/26/2012,8/25/2012,Home and lifestyle,35.81,5,8.9525,188.0025,2/6/2019,18:44,Ewallet,11985459617
3876210500,9/8/2013,10/8/2013,Food and beverages,26.43,8,10.572,222.012,2/24/2019,14:26,Ewallet,11991111111
3877994257,6/18/2012,7/18/2012,Health and beauty,39.91,3,5.9865,125.7165,2/21/2019,12:40,Ewallet,11999898582
3878072664,5/23/2012,6/22/2012,Home and lifestyle,21.9,3,3.285,68.985,1/9/2019,18:43,Ewallet,11997540738
3889145574,3/15/2012,4/14/2012,Food and beverages,62.85,4,12.57,263.97,2/25/2019,13:22,Ewallet,11999000000
3894033760,4/15/2012,5/15/2012,Food and beverages,21.04,4,4.208,88.368,1/13/2019,13:58,Cash,11976258945
3894320237,12/1/2012,12/31/2012,Home and lifestyle,65.91,6,19.773,415.233,2/9/2019,11:45,Cash,11994154870
3898799509,7/3/2012,8/2/2012,Fashion accessories,42.57,7,14.8995,312.8895,1/6/2019,11:51,Cash,11993333333
3901727084,4/7/2013,5/7/2013,Food and beverages,50.49,9,22.7205,477.1305,1/10/2019,17:16,Cash,11986434736
3905872436,5/27/2012,6/26/2012,Electronic accessories,46.02,6,13.806,289.926,2/7/2019,15:55,Cash,19999150990
3910002517,11/28/2013,12/28/2013,Home and lifestyle,15.8,10,7.9,165.9,1/9/2019,12:07,Cash,11999447666
3913519192,9/30/2012,10/30/2012,Food and beverages,98.66,9,44.397,932.337,2/19/2019,15:07,Cash,63967969513
3922850581,9/17/2013,10/17/2013,Fashion accessories,91.98,1,4.599,96.579,3/18/2019,15:29,Cash,11992250338
3924052139,6/5/2013,7/5/2013,Electronic accessories,20.89,2,2.089,43.869,2/5/2019,18:45,Cash,63994839606
3931477108,4/29/2013,5/29/2013,Fashion accessories,15.5,1,0.775,16.275,3/19/2019,15:23,Credit card,63997623534
3932416127,8/28/2013,9/27/2013,Electronic accessories,96.82,3,14.523,304.983,3/30/2019,20:37,Cash,63981807038
3938548126,4/5/2013,5/5/2013,Food and beverages,33.33,2,3.333,69.993,1/26/2019,14:41,Credit card,63999999999
3940788745,2/8/2012,3/9/2012,Electronic accessories,38.27,2,3.827,80.367,3/2/2019,18:18,Credit card,63976035867
3943254945,7/6/2013,8/5/2013,Home and lifestyle,33.3,9,14.985,314.685,3/4/2019,15:27,Ewallet,63996156863
3944350713,10/30/2013,11/29/2013,Home and lifestyle,81.01,3,12.1515,255.1815,1/13/2019,12:55,Credit card,63997460378
3945949225,10/31/2012,11/30/2012,Health and beauty,15.8,3,2.37,49.77,3/25/2019,18:02,Cash,63984711582
3949082624,7/8/2012,8/7/2012,Electronic accessories,34.49,5,8.6225,181.0725,3/11/2019,19:44,Credit card,63986876655
3954057080,5/10/2013,6/9/2013,Food and beverages,84.63,10,42.315,888.615,1/1/2019,11:36,Credit card,63997642641
3958060330,5/22/2012,6/21/2012,Home and lifestyle,36.91,7,12.9185,271.2885,2/10/2019,13:51,Ewallet,63975559507
3960704578,5/12/2013,6/11/2013,Electronic accessories,87.08,7,30.478,640.038,1/26/2019,15:17,Cash,63991367876
3961518373,3/5/2012,4/4/2012,Home and lifestyle,80.08,3,12.012,252.252,2/11/2019,15:29,Cash,63998573989
3961690887,1/15/2012,2/14/2012,Fashion accessories,86.13,2,8.613,180.873,2/7/2019,17:59,Cash,63991229545
3969347325,3/11/2012,4/10/2012,Fashion accessories,49.92,2,4.992,104.832,3/6/2019,11:55,Credit card,63982184521
3974531546,5/4/2013,6/3/2013,Food and beverages,74.66,4,14.932,313.572,3/4/2019,10:39,Cash,63971774354
3975362830,12/25/2012,1/24/2013,Food and beverages,26.6,6,7.98,167.58,2/26/2019,15:10,Ewallet,63997938543
3978972752,9/28/2012,10/28/2012,Electronic accessories,25.45,1,1.2725,26.7225,3/10/2019,18:10,Credit card,63999936826
3980946112,4/11/2012,5/11/2012,Food and beverages,67.77,1,3.3885,71.1585,2/4/2019,20:43,Credit card,63971750181
3987219947,1/7/2013,2/6/2013,Food and beverages,59.59,4,11.918,250.278,1/19/2019,12:46,Cash,63980827647
3990073198,3/28/2013,4/27/2013,Health and beauty,58.15,4,11.63,244.23,1/23/2019,17:44,Cash,63984881160
4003153624,6/9/2012,7/9/2012,Sports and travel,97.48,9,43.866,921.186,3/14/2019,14:19,Ewallet,63985325867
4003648294,4/5/2013,5/5/2013,Health and beauty,99.96,7,34.986,734.706,1/23/2019,10:33,Cash,63911111111
4004477846,10/29/2012,11/28/2012,Electronic accessories,96.37,7,33.7295,708.3195,1/9/2019,11:40,Cash,63983375614
4016860144,3/31/2012,4/30/2012,Fashion accessories,63.71,5,15.9275,334.4775,2/7/2019,19:30,Ewallet,63982139324
4023295233,3/10/2012,4/9/2012,Health and beauty,14.76,2,1.476,30.996,2/18/2019,14:42,Ewallet,63997651263
4025313129,11/29/2013,12/29/2013,Health and beauty,62,8,24.8,520.8,1/3/2019,19:08,Credit card,63997837038
4026967253,8/30/2013,9/29/2013,Electronic accessories,82.34,10,41.17,864.57,3/29/2019,19:12,Ewallet,63987541783
4028893076,6/26/2013,7/26/2013,Health and beauty,75.37,8,30.148,633.108,1/28/2019,15:46,Credit card,63999324536
4033537104,10/24/2013,11/23/2013,Food and beverages,56.56,5,14.14,296.94,3/22/2019,19:06,Credit card,63987233271
4037644863,3/29/2012,4/28/2012,Sports and travel,76.6,10,38.3,804.3,1/24/2019,18:10,Ewallet,63987452216
4039055586,5/21/2013,6/20/2013,Electronic accessories,58.03,2,5.803,121.863,3/10/2019,20:46,Ewallet,63989315710
4041763430,4/6/2012,5/6/2012,Fashion accessories,17.49,10,8.745,183.645,2/22/2019,18:35,Ewallet,63989186864
4041880316,4/14/2012,5/14/2012,Electronic accessories,60.95,1,3.0475,63.9975,2/18/2019,11:40,Ewallet,63982276644
4046691560,12/30/2012,1/29/2013,Health and beauty,40.35,1,2.0175,42.3675,1/29/2019,13:46,Ewallet,63979328523
4047974141,9/28/2013,10/28/2013,Home and lifestyle,97.38,10,48.69,1022.49,3/2/2019,17:16,Ewallet,63979489768
4050934350,6/23/2012,7/23/2012,Food and beverages,31.84,1,1.592,33.432,2/9/2019,13:22,Cash,63988888888
4056509011,4/11/2013,5/11/2013,Home and lifestyle,65.82,1,3.291,69.111,2/22/2019,15:33,Cash,63995130349
4060402287,3/2/2013,4/1/2013,Fashion accessories,88.34,7,30.919,649.299,2/18/2019,13:28,Cash,63993173630
